ID_Vente,CleDate,ID_Pharmacie,ID_Produit,UnitesVendues,RevenuEUR,CoutEUR,MargeEUR,Promo
V0000377,20220219,PH0048,PR0026,8,306.96,129.36,177.6,Oui
V0000378,20210728,PH0044,PR0129,13,473.33,213.72,259.61,Oui
V0000379,20201014,PH0074,PR0038,12,298.8,325.2,-26.4,Oui
V0000380,20210722,PH0036,PR0089,19,106.78,354.35,-247.57,Oui
V0000381,20220302,PH0048,PR0001,12,340.68,320.88,19.8,Non
V0000382,20231207,PH0032,PR0138,2,54.34,59.96,-5.62,Non
V0000383,20210408,PH0009,PR0048,7,332.15,50.26,281.89,Oui
V0000384,20231028,PH0014,PR0106,15,736.5,53.25,683.25,Oui
V0000385,20200330,PH0039,PR0047,1,13.2,10.06,3.14,Oui
V0000386,20210708,PH0068,PR0124,4,44.32,51.8,-7.48,Oui
V0000387,20200724,PH0058,PR0035,18,806.94,506.16,300.78,Oui
V0000388,20230818,PH0044,PR0144,18,839.52,110.7,728.82,Non
V0000389,20220122,PH0057,PR0098,17,703.63,297.16,406.47,Oui
V0000390,20210822,PH0046,PR0014,11,479.27,143.0,336.27,Oui
V0000391,20200131,PH0070,PR0113,18,371.7,277.02,94.68,Non
V0000392,20220309,PH0004,PR0120,14,228.34,49.42,178.92,Oui
V0000393,20221016,PH0029,PR0085,2,87.68,55.5,32.18,Oui
V0000394,20230409,PH0011,PR0101,9,114.21,208.44,-94.23,Oui
V0000395,20220808,PH0072,PR0088,2,80.28,51.66,28.62,Oui
V0000396,20230914,PH0053,PR0139,3,56.46,84.39,-27.93,Non
V0000397,20210805,PH0062,PR0107,9,105.75,218.25,-112.5,Non
V0000398,20220517,PH0037,PR0015,3,26.49,26.16,0.33,Non
V0000399,20211117,PH0061,PR0059,15,538.8,97.5,441.3,Oui
V0000400,20231017,PH0055,PR0018,10,391.3,122.7,268.6,Oui
V0000401,20211101,PH0028,PR0069,7,318.01,70.49,247.52,Oui
V0000402,20221115,PH0040,PR0086,9,313.29,113.22,200.07,Oui
V0000403,20220925,PH0033,PR0148,3,37.41,51.69,-14.28,Oui
V0000404,20200910,PH0048,PR0016,10,235.5,131.4,104.1,Oui
V0000405,20201007,PH0030,PR0013,13,183.82,64.87,118.95,Non
V0000406,20210603,PH0011,PR0082,12,337.2,311.16,26.04,Oui
V0000407,20210725,PH0053,PR0002,1,20.39,17.91,2.48,Non
V0000408,20230510,PH0063,PR0127,2,17.26,26.98,-9.72,Oui
V0000409,20210425,PH0018,PR0086,20,696.2,251.6,444.6,Oui
V0000410,20200626,PH0058,PR0072,1,38.71,11.22,27.49,Oui
V0000411,20200315,PH0002,PR0146,2,99.52,27.72,71.8,Oui
V0000412,20200216,PH0023,PR0070,12,261.72,299.04,-37.32,Non
V0000413,20210901,PH0045,PR0022,6,289.32,66.0,223.32,Non
V0000414,20230704,PH0013,PR0065,14,203.0,351.82,-148.82,Oui
V0000415,20211229,PH0060,PR0036,19,626.62,322.62,304.0,Non
V0000416,20210716,PH0064,PR0077,5,186.45,50.05,136.4,Oui
V0000417,20230709,PH0020,PR0143,3,47.1,40.92,6.18,Oui
V0000418,20230821,PH0076,PR0037,5,198.35,116.7,81.65,Oui
V0000419,20220331,PH0045,PR0101,16,203.04,370.56,-167.52,Oui
V0000420,20221202,PH0067,PR0084,16,172.8,332.0,-159.2,Non
V0000421,20220919,PH0055,PR0033,2,67.78,53.02,14.76,Non
V0000422,20230105,PH0025,PR0123,13,313.82,351.65,-37.83,Oui
V0000423,20220715,PH0033,PR0097,11,357.72,315.59,42.13,Oui
V0000424,20220702,PH0062,PR0110,17,219.47,156.57,62.9,Non
V0000425,20220630,PH0054,PR0099,14,367.5,376.32,-8.82,Non
V0000426,20221013,PH0040,PR0077,11,410.19,110.11,300.08,Non
V0000427,20230405,PH0018,PR0080,10,494.0,93.7,400.3,Oui
V0000428,20230410,PH0038,PR0148,19,236.93,327.37,-90.44,Oui
V0000429,20230523,PH0008,PR0047,6,79.2,60.36,18.84,Oui
V0000430,20200102,PH0038,PR0123,20,482.8,541.0,-58.2,Oui
V0000431,20230704,PH0013,PR0145,6,66.6,93.66,-27.06,Oui
V0000432,20220715,PH0074,PR0109,16,141.12,195.68,-54.56,Oui
V0000433,20230328,PH0015,PR0103,14,306.6,343.84,-37.24,Non
V0000434,20201103,PH0040,PR0011,16,747.36,346.56,400.8,Oui
V0000435,20210705,PH0071,PR0121,13,315.51,152.1,163.41,Oui
V0000436,20220319,PH0072,PR0063,2,72.86,12.46,60.4,Oui
V0000437,20201122,PH0030,PR0055,17,117.98,317.56,-199.58,Non
V0000438,20230503,PH0062,PR0010,6,272.34,57.06,215.28,Non
V0000439,20211202,PH0060,PR0097,11,357.72,315.59,42.13,Non
V0000440,20230209,PH0031,PR0118,10,418.0,144.1,273.9,Oui
V0000441,20210603,PH0043,PR0137,6,38.46,99.12,-60.66,Oui
V0000442,20221212,PH0055,PR0078,8,69.28,61.68,7.6,Non
V0000443,20200613,PH0035,PR0015,1,8.83,8.72,0.11,Non
V0000444,20230527,PH0026,PR0144,13,606.32,79.95,526.37,Non
V0000445,20210315,PH0013,PR0066,10,380.2,241.4,138.8,Non
V0000446,20231002,PH0055,PR0086,19,661.39,239.02,422.37,Oui
V0000447,20210224,PH0046,PR0100,11,73.26,185.79,-112.53,Oui
V0000448,20211202,PH0013,PR0036,8,263.84,135.84,128.0,Non
V0000449,20231229,PH0037,PR0110,6,77.46,55.26,22.2,Oui
V0000450,20221210,PH0007,PR0030,12,426.12,152.52,273.6,Oui
V0000451,20200713,PH0032,PR0043,12,240.24,298.44,-58.2,Oui
V0000452,20221025,PH0071,PR0058,3,131.82,27.0,104.82,Non
V0000453,20230427,PH0074,PR0147,10,70.1,269.3,-199.2,Non
V0000454,20210531,PH0021,PR0124,20,221.6,259.0,-37.4,Non
V0000455,20221208,PH0077,PR0058,9,395.46,81.0,314.46,Non
V0000456,20210314,PH0062,PR0145,8,88.8,124.88,-36.08,Oui
V0000457,20200723,PH0064,PR0135,19,794.01,438.71,355.3,Oui
V0000458,20200711,PH0015,PR0076,10,169.3,139.6,29.7,Oui
V0000459,20210312,PH0007,PR0006,2,53.62,10.88,42.74,Non
V0000460,20201115,PH0023,PR0101,17,215.73,393.72,-177.99,Oui
V0000461,20231016,PH0080,PR0001,8,227.12,213.92,13.2,Oui
V0000462,20220507,PH0014,PR0051,6,177.42,149.82,27.6,Non
V0000463,20210802,PH0060,PR0035,2,89.66,56.24,33.42,Oui
V0000464,20200930,PH0073,PR0107,9,105.75,218.25,-112.5,Non
V0000465,20231108,PH0079,PR0011,6,280.26,129.96,150.3,Non
V0000466,20201128,PH0079,PR0010,2,90.78,19.02,71.76,Non
V0000467,20230324,PH0022,PR0014,14,609.98,182.0,427.98,Non
V0000468,20211111,PH0032,PR0150,13,403.91,49.79,354.12,Non
V0000469,20200404,PH0040,PR0098,15,620.85,262.2,358.65,Oui
V0000470,20201204,PH0055,PR0139,1,18.82,28.13,-9.31,Oui
V0000471,20231020,PH0079,PR0121,8,194.16,93.6,100.56,Non
V0000472,20200315,PH0055,PR0076,4,67.72,55.84,11.88,Non
V0000473,20200410,PH0028,PR0128,8,376.56,161.2,215.36,Oui
V0000474,20221214,PH0063,PR0073,9,319.59,99.0,220.59,Non
V0000475,20230712,PH0078,PR0048,9,427.05,64.62,362.43,Non
V0000476,20201217,PH0025,PR0147,2,14.02,53.86,-39.84,Non
V0000477,20211101,PH0038,PR0143,20,314.0,272.8,41.2,Oui
V0000478,20220611,PH0017,PR0034,16,565.92,369.76,196.16,Non
V0000479,20220222,PH0075,PR0090,4,135.16,91.28,43.88,Non
V0000480,20231211,PH0008,PR0131,17,706.01,330.31,375.7,Oui
V0000481,20200302,PH0059,PR0132,1,5.05,21.11,-16.06,Oui
V0000482,20210315,PH0072,PR0135,19,794.01,438.71,355.3,Non
V0000483,20221011,PH0058,PR0030,8,284.08,101.68,182.4,Non
V0000484,20210804,PH0052,PR0135,6,250.74,138.54,112.2,Oui
V0000485,20211209,PH0075,PR0085,4,175.36,111.0,64.36,Non
V0000486,20210109,PH0065,PR0038,19,473.1,514.9,-41.8,Non
V0000487,20210103,PH0065,PR0018,15,586.95,184.05,402.9,Non
V0000488,20230827,PH0050,PR0008,10,366.4,173.6,192.8,Oui
V0000489,20230507,PH0030,PR0124,13,144.04,168.35,-24.31,Non
V0000490,20201123,PH0020,PR0105,11,96.8,251.9,-155.1,Non
V0000491,20211229,PH0049,PR0150,14,434.98,53.62,381.36,Oui
V0000492,20220426,PH0035,PR0125,17,725.56,249.9,475.66,Non
V0000493,20200105,PH0019,PR0060,11,72.38,287.98,-215.6,Non
V0000494,20231202,PH0005,PR0015,13,114.79,113.36,1.43,Non
V0000495,20201015,PH0004,PR0090,10,337.9,228.2,109.7,Oui
V0000496,20210425,PH0009,PR0092,1,34.0,20.11,13.89,Non
V0000497,20230603,PH0019,PR0077,1,37.29,10.01,27.28,Oui
V0000498,20230109,PH0031,PR0073,15,532.65,165.0,367.65,Oui
V0000499,20231003,PH0047,PR0080,10,494.0,93.7,400.3,Non
V0000500,20221228,PH0059,PR0097,9,292.68,258.21,34.47,Oui
V0000501,20231007,PH0056,PR0120,8,130.48,28.24,102.24,Non
V0000502,20211124,PH0050,PR0062,8,375.2,181.76,193.44,Non
V0000503,20220523,PH0063,PR0006,7,187.67,38.08,149.59,Oui
V0000504,20200617,PH0016,PR0088,20,802.8,516.6,286.2,Oui
V0000505,20230620,PH0072,PR0037,13,515.71,303.42,212.29,Non
V0000506,20230107,PH0003,PR0145,18,199.8,280.98,-81.18,Oui
V0000507,20210611,PH0030,PR0049,17,89.42,434.18,-344.76,Non
V0000508,20230408,PH0058,PR0103,1,21.9,24.56,-2.66,Oui
V0000509,20200201,PH0031,PR0090,14,473.06,319.48,153.58,Oui
V0000510,20201224,PH0002,PR0124,8,88.64,103.6,-14.96,Oui
V0000511,20220611,PH0010,PR0113,9,185.85,138.51,47.34,Oui
V0000512,20210320,PH0076,PR0029,12,481.2,157.56,323.64,Non
V0000513,20211226,PH0056,PR0143,16,251.2,218.24,32.96,Non
V0000514,20230109,PH0056,PR0135,3,125.37,69.27,56.1,Non
V0000515,20200110,PH0069,PR0048,15,711.75,107.7,604.05,Oui
V0000516,20200915,PH0004,PR0099,3,78.75,80.64,-1.89,Non
V0000517,20210702,PH0015,PR0150,7,217.49,26.81,190.68,Non
V0000518,20200812,PH0041,PR0086,13,452.53,163.54,288.99,Non
V0000519,20211202,PH0075,PR0140,1,20.57,28.24,-7.67,Oui
V0000520,20211005,PH0059,PR0046,16,264.48,449.92,-185.44,Oui
V0000521,20210227,PH0049,PR0092,9,306.0,180.99,125.01,Non
V0000522,20210604,PH0021,PR0069,4,181.72,40.28,141.44,Oui
V0000523,20230529,PH0073,PR0064,3,32.88,30.9,1.98,Non
V0000524,20230907,PH0041,PR0014,13,566.41,169.0,397.41,Oui
V0000525,20220706,PH0068,PR0147,10,70.1,269.3,-199.2,Non
V0000526,20200828,PH0059,PR0139,18,338.76,506.34,-167.58,Oui
V0000527,20231228,PH0057,PR0076,8,135.44,111.68,23.76,Non
V0000528,20201114,PH0002,PR0031,4,35.92,65.24,-29.32,Oui
V0000529,20230627,PH0032,PR0034,2,70.74,46.22,24.52,Non
V0000530,20200121,PH0011,PR0056,15,110.55,205.05,-94.5,Non
V0000531,20200112,PH0050,PR0078,4,34.64,30.84,3.8,Non
V0000532,20221119,PH0066,PR0048,15,711.75,107.7,604.05,Non
V0000533,20220813,PH0072,PR0130,3,106.5,29.67,76.83,Oui
V0000534,20200814,PH0045,PR0056,8,58.96,109.36,-50.4,Oui
V0000535,20200208,PH0001,PR0027,11,497.86,131.23,366.63,Non
V0000536,20210528,PH0016,PR0100,18,119.88,304.02,-184.14,Oui
V0000537,20200903,PH0033,PR0106,6,294.6,21.3,273.3,Non
V0000538,20230701,PH0018,PR0018,13,508.69,159.51,349.18,Non
V0000539,20220222,PH0036,PR0144,19,886.16,116.85,769.31,Oui
V0000540,20201225,PH0054,PR0010,18,817.02,171.18,645.84,Oui
V0000541,20210429,PH0042,PR0099,13,341.25,349.44,-8.19,Oui
V0000542,20210906,PH0039,PR0075,8,219.84,90.0,129.84,Oui
V0000543,20210329,PH0058,PR0096,14,619.92,231.14,388.78,Non
V0000544,20220508,PH0054,PR0005,6,253.2,92.7,160.5,Non
V0000545,20230828,PH0038,PR0006,4,107.24,21.76,85.48,Oui
V0000546,20210419,PH0012,PR0070,18,392.58,448.56,-55.98,Non
V0000547,20200622,PH0067,PR0044,15,451.8,100.5,351.3,Oui
V0000548,20201124,PH0012,PR0142,16,479.2,300.32,178.88,Oui
V0000549,20220406,PH0058,PR0061,2,61.96,48.48,13.48,Non
V0000550,20231004,PH0069,PR0086,14,487.34,176.12,311.22,Non
V0000551,20231114,PH0046,PR0141,7,128.38,198.1,-69.72,Non
V0000552,20200213,PH0016,PR0128,3,141.21,60.45,80.76,Non
V0000553,20221106,PH0027,PR0028,2,27.66,33.98,-6.32,Oui
V0000554,20200511,PH0065,PR0113,2,41.3,30.78,10.52,Non
V0000555,20220901,PH0027,PR0033,11,372.79,291.61,81.18,Non
V0000556,20201115,PH0033,PR0102,18,480.6,538.74,-58.14,Oui
V0000557,20211215,PH0020,PR0002,17,346.63,304.47,42.16,Oui
V0000558,20230529,PH0078,PR0046,14,231.42,393.68,-162.26,Non
V0000559,20220923,PH0025,PR0031,16,143.68,260.96,-117.28,Oui
V0000560,20230511,PH0034,PR0072,18,696.78,201.96,494.82,Oui
V0000561,20231201,PH0060,PR0149,7,134.4,130.06,4.34,Non
V0000562,20210304,PH0037,PR0007,10,296.0,39.3,256.7,Oui
V0000563,20221111,PH0039,PR0120,13,212.03,45.89,166.14,Non
V0000564,20231018,PH0017,PR0147,10,70.1,269.3,-199.2,Oui
V0000565,20201020,PH0038,PR0098,19,786.41,332.12,454.29,Oui
V0000566,20210423,PH0059,PR0081,9,187.74,174.78,12.96,Non
V0000567,20210516,PH0071,PR0137,1,6.41,16.52,-10.11,Oui
V0000568,20230715,PH0017,PR0012,20,969.8,553.4,416.4,Oui
V0000569,20200517,PH0051,PR0104,4,58.6,53.44,5.16,Oui
V0000570,20210215,PH0033,PR0051,6,177.42,149.82,27.6,Non
V0000571,20211209,PH0021,PR0027,14,633.64,167.02,466.62,Non
V0000572,20200526,PH0038,PR0013,20,282.8,99.8,183.0,Oui
V0000573,20230927,PH0008,PR0004,20,788.2,107.8,680.4,Oui
V0000574,20200523,PH0011,PR0071,11,371.8,53.13,318.67,Non
V0000575,20230311,PH0031,PR0081,13,271.18,252.46,18.72,Oui
V0000576,20221203,PH0034,PR0068,8,138.8,157.68,-18.88,Non
V0000577,20230116,PH0079,PR0116,14,317.38,314.02,3.36,Oui
V0000578,20200521,PH0057,PR0089,19,106.78,354.35,-247.57,Oui
V0000579,20230112,PH0057,PR0066,18,684.36,434.52,249.84,Non
V0000580,20210225,PH0008,PR0101,14,177.66,324.24,-146.58,Non
V0000581,20200815,PH0080,PR0148,18,224.46,310.14,-85.68,Oui
V0000582,20230722,PH0022,PR0101,20,253.8,463.2,-209.4,Non
V0000583,20220925,PH0045,PR0025,20,580.8,217.6,363.2,Oui
V0000584,20211024,PH0023,PR0021,17,337.45,166.6,170.85,Non
V0000585,20230406,PH0041,PR0057,10,375.8,57.6,318.2,Non
V0000586,20220331,PH0076,PR0033,15,508.35,397.65,110.7,Non
V0000587,20200406,PH0004,PR0122,11,323.84,249.04,74.8,Non
V0000588,20210927,PH0009,PR0102,6,160.2,179.58,-19.38,Non
V0000589,20230330,PH0028,PR0087,13,271.31,360.1,-88.79,Non
V0000590,20220114,PH0009,PR0044,20,602.4,134.0,468.4,Non
V0000591,20230226,PH0019,PR0072,5,193.55,56.1,137.45,Oui
V0000592,20230110,PH0016,PR0105,18,158.4,412.2,-253.8,Oui
V0000593,20210425,PH0011,PR0106,13,638.3,46.15,592.15,Non
V0000594,20220310,PH0054,PR0118,13,543.4,187.33,356.07,Oui
V0000595,20230409,PH0017,PR0054,6,260.1,91.08,169.02,Non
V0000596,20201111,PH0013,PR0099,4,105.0,107.52,-2.52,Non
V0000597,20220410,PH0067,PR0150,8,248.56,30.64,217.92,Non
V0000598,20220619,PH0039,PR0127,19,163.97,256.31,-92.34,Non
V0000599,20210315,PH0043,PR0063,20,728.6,124.6,604.0,Non
V0000600,20211103,PH0059,PR0133,12,549.84,235.56,314.28,Non
V0000601,20220322,PH0059,PR0003,4,126.68,108.16,18.52,Oui
V0000602,20200828,PH0051,PR0087,3,62.61,83.1,-20.49,Non
V0000603,20210804,PH0054,PR0021,11,218.35,107.8,110.55,Oui
V0000604,20220507,PH0030,PR0083,9,445.23,90.27,354.96,Non
V0000605,20220108,PH0042,PR0127,16,138.08,215.84,-77.76,Non
V0000606,20230514,PH0065,PR0107,19,223.25,460.75,-237.5,Non
V0000607,20221118,PH0071,PR0123,9,217.26,243.45,-26.19,Oui
V0000608,20220923,PH0046,PR0049,10,52.6,255.4,-202.8,Non
V0000609,20200810,PH0047,PR0091,6,70.68,76.68,-6.0,Non
V0000610,20200306,PH0010,PR0141,4,73.36,113.2,-39.84,Oui
V0000611,20200906,PH0033,PR0029,12,481.2,157.56,323.64,Oui
V0000612,20231202,PH0052,PR0069,14,636.02,140.98,495.04,Oui
V0000613,20200807,PH0076,PR0044,15,451.8,100.5,351.3,Non
V0000614,20210121,PH0061,PR0089,12,67.44,223.8,-156.36,Oui
V0000615,20230929,PH0014,PR0113,7,144.55,107.73,36.82,Oui
V0000616,20200817,PH0034,PR0013,12,169.68,59.88,109.8,Oui
V0000617,20230407,PH0053,PR0104,17,249.05,227.12,21.93,Non
V0000618,20200512,PH0050,PR0127,3,25.89,40.47,-14.58,Non
V0000619,20211029,PH0078,PR0113,19,392.35,292.41,99.94,Oui
V0000620,20200204,PH0063,PR0135,5,208.95,115.45,93.5,Non
V0000621,20210126,PH0034,PR0081,5,104.3,97.1,7.2,Non
V0000622,20231210,PH0006,PR0001,14,397.46,374.36,23.1,Non
V0000623,20200927,PH0053,PR0080,10,494.0,93.7,400.3,Oui
V0000624,20230224,PH0009,PR0065,16,232.0,402.08,-170.08,Non
V0000625,20230722,PH0017,PR0070,16,348.96,398.72,-49.76,Oui
V0000626,20220625,PH0060,PR0074,10,410.2,97.9,312.3,Non
V0000627,20211018,PH0005,PR0012,7,339.43,193.69,145.74,Oui
V0000628,20220219,PH0068,PR0105,5,44.0,114.5,-70.5,Non
V0000629,20220813,PH0014,PR0144,14,652.96,86.1,566.86,Oui
V0000630,20220919,PH0042,PR0079,14,489.86,355.6,134.26,Oui
V0000631,20200603,PH0046,PR0118,18,752.4,259.38,493.02,Oui
V0000632,20220608,PH0056,PR0022,19,916.18,209.0,707.18,Non
V0000633,20220206,PH0042,PR0016,11,259.05,144.54,114.51,Oui
V0000634,20230409,PH0008,PR0138,18,489.06,539.64,-50.58,Non
V0000635,20200429,PH0055,PR0111,3,120.93,10.14,110.79,Non
V0000636,20210904,PH0042,PR0050,7,133.07,78.19,54.88,Oui
V0000637,20200807,PH0068,PR0010,1,45.39,9.51,35.88,Oui
V0000638,20221024,PH0016,PR0092,6,204.0,120.66,83.34,Oui
V0000639,20210907,PH0039,PR0138,14,380.38,419.72,-39.34,Non
V0000640,20200621,PH0080,PR0085,11,482.24,305.25,176.99,Oui
V0000641,20200319,PH0068,PR0013,4,56.56,19.96,36.6,Non
V0000642,20210912,PH0023,PR0132,2,10.1,42.22,-32.12,Oui
V0000643,20221205,PH0045,PR0049,13,68.38,332.02,-263.64,Oui
V0000644,20201224,PH0055,PR0042,1,14.87,12.52,2.35,Oui
V0000645,20211226,PH0026,PR0022,14,675.08,154.0,521.08,Oui
V0000646,20210311,PH0072,PR0142,17,509.15,319.09,190.06,Oui
V0000647,20230530,PH0067,PR0038,16,398.4,433.6,-35.2,Non
V0000648,20231105,PH0018,PR0086,9,313.29,113.22,200.07,Oui
V0000649,20200828,PH0025,PR0038,4,99.6,108.4,-8.8,Non
V0000650,20230216,PH0048,PR0015,6,52.98,52.32,0.66,Non
V0000651,20230201,PH0056,PR0012,11,533.39,304.37,229.02,Oui
V0000652,20230522,PH0028,PR0142,10,299.5,187.7,111.8,Oui
V0000653,20200207,PH0038,PR0114,10,84.9,77.4,7.5,Oui
V0000654,20210415,PH0013,PR0026,5,191.85,80.85,111.0,Non
V0000655,20220826,PH0011,PR0037,13,515.71,303.42,212.29,Non
V0000656,20210721,PH0073,PR0057,3,112.74,17.28,95.46,Oui
V0000657,20200620,PH0080,PR0111,15,604.65,50.7,553.95,Oui
V0000658,20230122,PH0024,PR0041,18,858.96,283.68,575.28,Non
V0000659,20231101,PH0010,PR0150,12,372.84,45.96,326.88,Oui
V0000660,20230404,PH0067,PR0146,18,895.68,249.48,646.2,Non
V0000661,20211107,PH0074,PR0084,15,162.0,311.25,-149.25,Oui
V0000662,20200828,PH0012,PR0066,16,608.32,386.24,222.08,Non
V0000663,20230201,PH0011,PR0143,5,78.5,68.2,10.3,Oui
V0000664,20210316,PH0024,PR0104,3,43.95,40.08,3.87,Non
V0000665,20220225,PH0007,PR0036,18,593.64,305.64,288.0,Oui
V0000666,20211123,PH0055,PR0096,16,708.48,264.16,444.32,Oui
V0000667,20200116,PH0020,PR0104,13,190.45,173.68,16.77,Oui
V0000668,20220618,PH0061,PR0136,10,79.0,295.5,-216.5,Non
V0000669,20220428,PH0009,PR0130,5,177.5,49.45,128.05,Oui
V0000670,20230427,PH0042,PR0086,6,208.86,75.48,133.38,Oui
V0000671,20231213,PH0024,PR0017,3,114.09,72.09,42.0,Oui
V0000672,20210510,PH0023,PR0089,4,22.48,74.6,-52.12,Non
V0000673,20200825,PH0037,PR0033,2,67.78,53.02,14.76,Oui
V0000674,20200306,PH0035,PR0129,7,254.87,115.08,139.79,Non
V0000675,20220803,PH0078,PR0011,8,373.68,173.28,200.4,Oui
V0000676,20211119,PH0075,PR0094,4,52.72,98.48,-45.76,Non
V0000677,20220517,PH0071,PR0057,16,601.28,92.16,509.12,Non
V0000678,20210423,PH0060,PR0103,16,350.4,392.96,-42.56,Oui
V0000679,20231106,PH0020,PR0121,16,388.32,187.2,201.12,Oui
V0000680,20220509,PH0057,PR0051,5,147.85,124.85,23.0,Oui
V0000681,20201201,PH0038,PR0067,17,643.62,116.96,526.66,Oui
V0000682,20220413,PH0060,PR0035,10,448.3,281.2,167.1,Non
V0000683,20231211,PH0069,PR0015,4,35.32,34.88,0.44,Non
V0000684,20210819,PH0004,PR0086,13,452.53,163.54,288.99,Oui
V0000685,20200827,PH0020,PR0033,6,203.34,159.06,44.28,Non
V0000686,20210624,PH0044,PR0041,9,429.48,141.84,287.64,Oui
V0000687,20200526,PH0073,PR0048,4,189.8,28.72,161.08,Non
V0000688,20231102,PH0077,PR0014,4,174.28,52.0,122.28,Oui
V0000689,20230409,PH0068,PR0104,2,29.3,26.72,2.58,Oui
V0000690,20210206,PH0029,PR0134,8,72.88,147.52,-74.64,Non
V0000691,20220720,PH0051,PR0121,15,364.05,175.5,188.55,Oui
V0000692,20231001,PH0042,PR0042,19,282.53,237.88,44.65,Oui
V0000693,20221107,PH0022,PR0067,12,454.32,82.56,371.76,Oui
V0000694,20200110,PH0019,PR0139,13,244.66,365.69,-121.03,Oui
V0000695,20200531,PH0014,PR0008,1,36.64,17.36,19.28,Non
V0000696,20200929,PH0027,PR0006,9,241.29,48.96,192.33,Oui
V0000697,20230124,PH0030,PR0065,5,72.5,125.65,-53.15,Non
V0000698,20221026,PH0072,PR0107,1,11.75,24.25,-12.5,Oui
V0000699,20221021,PH0027,PR0066,8,304.16,193.12,111.04,Non
V0000700,20220928,PH0076,PR0011,13,607.23,281.58,325.65,Oui
V0000701,20231009,PH0006,PR0017,4,152.12,96.12,56.0,Oui
V0000702,20220527,PH0067,PR0124,15,166.2,194.25,-28.05,Non
V0000703,20230705,PH0047,PR0081,3,62.58,58.26,4.32,Oui
V0000704,20210306,PH0079,PR0148,2,24.94,34.46,-9.52,Oui
V0000705,20230302,PH0045,PR0073,15,532.65,165.0,367.65,Non
V0000706,20200328,PH0070,PR0068,7,121.45,137.97,-16.52,Non
V0000707,20200410,PH0031,PR0068,13,225.55,256.23,-30.68,Non
V0000708,20210612,PH0010,PR0029,13,521.3,170.69,350.61,Non
V0000709,20201008,PH0014,PR0011,6,280.26,129.96,150.3,Oui
V0000710,20210105,PH0064,PR0127,7,60.41,94.43,-34.02,Non
V0000711,20220717,PH0001,PR0120,3,48.93,10.59,38.34,Oui
V0000712,20220530,PH0065,PR0014,13,566.41,169.0,397.41,Oui
V0000713,20220118,PH0048,PR0110,19,245.29,174.99,70.3,Oui
V0000714,20220511,PH0026,PR0098,11,455.29,192.28,263.01,Non
V0000715,20200525,PH0033,PR0113,5,103.25,76.95,26.3,Non
V0000716,20200512,PH0037,PR0149,7,134.4,130.06,4.34,Non
V0000717,20200806,PH0060,PR0121,3,72.81,35.1,37.71,Non
V0000718,20220112,PH0058,PR0088,20,802.8,516.6,286.2,Non
V0000719,20220127,PH0038,PR0086,18,626.58,226.44,400.14,Non
V0000720,20211227,PH0046,PR0111,15,604.65,50.7,553.95,Non
V0000721,20220614,PH0007,PR0143,16,251.2,218.24,32.96,Non
V0000722,20200414,PH0075,PR0042,4,59.48,50.08,9.4,Non
V0000723,20210830,PH0040,PR0083,19,939.93,190.57,749.36,Non
V0000724,20220221,PH0059,PR0061,17,526.66,412.08,114.58,Oui
V0000725,20200119,PH0056,PR0032,2,23.46,32.7,-9.24,Oui
V0000726,20230128,PH0063,PR0136,8,63.2,236.4,-173.2,Non
V0000727,20220810,PH0070,PR0064,4,43.84,41.2,2.64,Non
V0000728,20200417,PH0034,PR0139,12,225.84,337.56,-111.72,Non
V0000729,20210126,PH0049,PR0050,8,152.08,89.36,62.72,Non
V0000730,20220511,PH0003,PR0029,17,681.7,223.21,458.49,Oui
V0000731,20221123,PH0013,PR0083,8,395.76,80.24,315.52,Oui
V0000732,20230502,PH0067,PR0095,18,318.24,503.82,-185.58,Non
V0000733,20220617,PH0043,PR0081,3,62.58,58.26,4.32,Non
V0000734,20230801,PH0040,PR0146,6,298.56,83.16,215.4,Oui
V0000735,20200202,PH0028,PR0094,8,105.44,196.96,-91.52,Non
V0000736,20201013,PH0008,PR0090,16,540.64,365.12,175.52,Non
V0000737,20211122,PH0061,PR0131,3,124.59,58.29,66.3,Oui
V0000738,20230427,PH0054,PR0002,5,101.95,89.55,12.4,Oui
V0000739,20210704,PH0046,PR0117,17,727.09,272.51,454.58,Non
V0000740,20201211,PH0071,PR0025,10,290.4,108.8,181.6,Non
V0000741,20220214,PH0050,PR0116,5,113.35,112.15,1.2,Oui
V0000742,20200713,PH0078,PR0038,12,298.8,325.2,-26.4,Non
V0000743,20220726,PH0007,PR0132,18,90.9,379.98,-289.08,Oui
V0000744,20221210,PH0054,PR0102,16,427.2,478.88,-51.68,Oui
V0000745,20210104,PH0042,PR0004,9,354.69,48.51,306.18,Non
V0000746,20210523,PH0022,PR0059,2,71.84,13.0,58.84,Oui
V0000747,20230501,PH0057,PR0083,17,840.99,170.51,670.48,Oui
V0000748,20220820,PH0036,PR0132,20,101.0,422.2,-321.2,Non
V0000749,20231013,PH0028,PR0094,7,92.26,172.34,-80.08,Non
V0000750,20210604,PH0023,PR0014,19,827.83,247.0,580.83,Non
V0000751,20221202,PH0042,PR0025,13,377.52,141.44,236.08,Oui
V0000752,20231109,PH0065,PR0100,15,99.9,253.35,-153.45,Oui
V0000753,20230323,PH0045,PR0127,8,69.04,107.92,-38.88,Non
V0000754,20210504,PH0034,PR0037,4,158.68,93.36,65.32,Non
